x;y
0,02564102564102564;103,1899641577061
0,358974358974359;101,6989247311828
0,6923076923076923;102,91756272401433
1,0256410256410255;101,29749103942652
1,358974358974359;100,91039426523298
1,6923076923076923;100,37992831541219
2,0256410256410255;98,61648745519713
2,358974358974359;99,08960573476702
2,692307692307692;99,93548387096774
3,0256410256410255;98,63082437275986
3,358974358974359;100,40860215053763
3,692307692307692;96,91039426523298
4,0256410256410255;100,39426523297492
4,358974358974359;97,55555555555556
4,6923076923076925;101,79928315412187
5,0256410256410255;98,64516129032258
5,358974358974359;99,1326164874552
5,6923076923076925;98,64516129032258
6,0;98,61648745519713
6,358974358974359;99,0752688172043
6,6923076923076925;99,99283154121864
7,0256410256410255;99,10394265232975
7,358974358974359;98,98924731182795
7,692307692307692;98,70250896057348
8,025641025641026;99,7921146953405
8,35897435897436;98,80286738351255
8,692307692307692;95,97849462365592
9,025641025641026;97,54121863799283
9,35897435897436;97,09677419354838
9,692307692307692;96,60931899641577
10,025641025641026;98,22939068100358
10,35897435897436;98,7168458781362
10,692307692307692;98,55913978494624
11,025641025641026;97,77060931899642
11,358974358974358;97,26881720430107
11,692307692307692;97,67025089605735
12,025641025641026;98,7168458781362
12,358974358974358;99,7921146953405
12,692307692307692;97,0394265232975
13,025641025641026;94,94623655913979
13,358974358974358;97,67025089605735
13,692307692307692;96,48028673835125
14,025641025641026;95,27598566308244
14,358974358974358;95,41935483870968
14,692307692307692;94,67383512544802
15,025641025641026;93,18279569892474
15,358974358974358;95,39068100358423
15,692307692307692;95,0752688172043
16,025641025641026;95,84946236559139
16,358974358974358;94,47311827956989
16,692307692307693;95,00358422939068
17,025641025641026;96,8673835125448
17,358974358974358;93,98566308243727
17,692307692307693;93,39784946236558
18,025641025641026;97,45519713261649
18,358974358974358;94,1146953405018
18,692307692307693;94,25806451612904
19,025641025641026;97,52688172043011
19,358974358974358;95,72043010752688
19,692307692307693;94,37275985663082
20,025641025641026;94,20071684587813
