x;y
0,38306451612903225;8,455284552845528
1,6733870967741935;6,3956639566395665
1,6733870967741935;8,97018970189702
2,7620967741935485;6,720867208672087
4,536290322580645;2,4390243902439024
5,846774193548387;8,31978319783198
6,854838709677419;2,113821138211382
7,036290322580645;1,978319783197832
7,540322580645161;4,444444444444445
8,044354838709678;0,1897018970189702
